"astro-ph/0610425","David Merritt","David Merritt, Stefan Harfst, Gianfranco Bertone","Collisionally Regenerated Dark Matter Structures in Galactic Nuclei","11 pages, uses revtex4","Phys.Rev. D75 (2007) 043517","10.1103/PhysRevD.75.043517",,"astro-ph hep-ph",,"  We show that the presence of a rho~1/r^{3/2} dark matter overdensity can be
robustly predicted at the center of any galaxy old enough to have grown a
power-law density cusp in the stars via the Bahcall-Wolf mechanism. Using both
Fokker-Planck and direct N-body integrations, we demonstrate collisional
generation of these dark matter ""crests"" (Collisionally REgenerated
STtructures) even in the extreme case that the density of both stars and dark
matter were previously lowered by slingshot ejection from a binary supermassive
black hole. The time scale for collisional growth of the crest is approximately
the two-body relaxation time as defined by the stars, which is < 10 Gyr at the
centers of stellar spheroids with luminosities comparable to that of the Milky
Way bulge or less. The presence of crests can robustly be predicted in such
galaxies, unlike the steeper enhancements, called ""spikes,"" produced by the
adiabatic growth of black holes. We discuss special cases where the prospects
for detecting dark matter annihilations from the centers of galaxy haloes are
significantly affected by the formation of crests.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:07:36 GMT""}]","2009-11-11"
"hep-th/0610177","Richard Szabo","Rui M.G. Reis, Richard J. Szabo and Alessandro Valentino","KO-Homology and Type I String Theory","40 pages; v4: Clarifying comments added, more detailed proof of main
  isomorphism theorem given; Final version to be published in Reviews in
  Mathematical Physics","Rev.Math.Phys.21:1091-1143,2009","10.1142/S0129055X09003839","HWM-06-40, EMPG-06-09","hep-th math.KT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the classification of D-branes and Ramond-Ramond fields in Type I
string theory by developing a geometric description of KO-homology. We define
an analytic version of KO-homology using KK-theory of real C*-algebras, and
construct explicitly the isomorphism between geometric and analytic
KO-homology. The construction involves recasting the Cl(n)-index theorem and a
certain geometric invariant into a homological framework which is used, along
with a definition of the real Chern character in KO-homology, to derive
cohomological index formulas. We show that this invariant also naturally
assigns torsion charges to non-BPS states in Type I string theory, in the
construction of classes of D-branes in terms of topological KO-cycles. The
formalism naturally captures the coupling of Ramond-Ramond fields to background
D-branes which cancel global anomalies in the string theory path integral. We
show that this is related to a physical interpretation of bivariant KK-theory
in terms of decay processes on spacetime-filling branes. We also provide a
construction of the holonomies of Ramond-Ramond fields in Type II string theory
in terms of topological K-chains.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:27:53 GMT""},{""version"":""v2"",""created"":""Thu, 19 Oct 2006 15:39:33 GMT""},{""version"":""v3"",""created"":""Thu, 4 Dec 2008 08:26:46 GMT""},{""version"":""v4"",""created"":""Mon, 13 Jul 2009 08:44:42 GMT""}]","2009-11-16"
"math-ph/0610033","Ashot Gevorkyan S","Ashot S. Gevorkyan","New Approach for Stochastic Quantum Processes, their Manipulation and
  Control","13 pages",,,,"math-ph math.MP",,"  The dissipation and decoherence (for example, the effects of noise in quantum
computations), interaction with thermostat or in general with physical vacuum,
measurement and many other complicated problems of open quantum systems are a
consequence of interaction of quantum system with the environment. These
problems are described mathematically in terms of complex probabilistic process
(CPP). Particularly, treating the environment as a Markovian process we derive
an Langevin-Schroedinger type stochastic differential equation (SDE) for
describing the quantum system interacting with environment. For the 1D randomly
quantum harmonic oscillator (QHO) model L-Sh SDE is a solution in the form of
orthogonal CPP. On the basis of orthogonal CPP the stochastic density matrix
(SDM) method is developed and in its framework relaxation processes in the
uncountable dimension closed system of ""QHO+environment"" is investigated. With
the help of SDM method the thermodynamical potentials, like nonequilibrium
entropy and the energy of ground state are exactly constructed. The dispersion
for different operators are calculated. In particular, the expression for
uncertain relations depending on parameter of interaction with environment is
obtained. The Weyl transformation for stochastic operators is specified. Ground
state Winger function is developed in detail.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 10:58:17 GMT""}]","2007-05-23"
"math/0610456","Uri Peled","Martin Charles Golumbic, Uri N. Peled, and Udi Rotics","Chain Graphs have Unbounded Readability","17 pages, 2 figures, LaTeX2e, uses amsmath and pstricks",,,,"math.CO",,"  A triangle-free graph $G$ is called read-$k$ when there exists a monotone
Boolean formula $\phi$ whose variables are the vertices of $G$ and whose
minterms are precisely the edges of $G$, such that no variable occurs more than
$k$ times in $\phi$. The smallest such $k$ is called the readability of $G$. We
exhibit a very simple class of bipartite chain graphs on $2n$ vertices with
readability $\Omega(\sqrt{\frac{\log n}{\log \log n}})$.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 16:46:38 GMT""}]","2007-05-23"
"math/0610457","Matthias Kuenzer","Matthias Kuenzer","Comparison of spectral sequences involving bifunctors","Typos in Secs. 8.1, 8.2 corrected. Appeared in Documenta Math. 13,
  677-737, 2008",,,,"math.KT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Suppose given functors A x A' -F-> B -G-> C between abelian categories, an
object X in A and an object X' in A' such that certain conditions hold. We show
that, E_1-terms exempt, the Grothendieck spectral sequence of the composition
of F(X,-) and G evaluated at X' is isomorphic to the Grothendieck spectral
sequence of the composition of F(-,X') and G evaluated at X. So instead of
""resolving X' twice"", we may just as well ""resolve X twice"".
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 17:04:10 GMT""},{""version"":""v2"",""created"":""Fri, 17 Aug 2007 16:39:43 GMT""},{""version"":""v3"",""created"":""Wed, 19 Nov 2008 19:20:42 GMT""},{""version"":""v4"",""created"":""Wed, 11 Mar 2009 14:37:58 GMT""},{""version"":""v5"",""created"":""Mon, 8 Jun 2009 11:44:48 GMT""}]","2009-06-08"
"math/0610458","Yong Hou","Yong Hou","Kleinian groups of small Hausdorff dimension are classical Schottky
  groups I","appeared in Geometry&Topology 14, 2010","Geometry&Topology 14, 2010, 473-519",,,"math.GT math.DG math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we prove that there exists a positive number $\lambda>0$, such
that any 2-generated Kleinian groups with limit set of Hausdorff dimension
$<\lambda$ are classical Schottky groups.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 17:33:41 GMT""},{""version"":""v2"",""created"":""Tue, 17 Oct 2006 06:09:18 GMT""},{""version"":""v3"",""created"":""Fri, 26 Oct 2007 18:40:31 GMT""},{""version"":""v4"",""created"":""Sun, 30 Jun 2013 17:43:27 GMT""}]","2013-07-02"
"math/0610459","Gady Kozma","Itai Benjamini, Gady Kozma and Nicholas Wormald","The mixing time of the giant component of a random graph","21 pages. New version fixes a small mistake in the proof of Theorem
  2.3 discovered by Johannes Blank","Random Structures Algorithms 45:3 (2014), 383-407",,,"math.PR math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that the total variation mixing time of the simple random walk on the
giant component of supercritical Erdos-Renyi graphs is log^2 n. This statement
was only recently proved, independently, by Fountoulakis and Reed. Our proof
follows from a structure result for these graphs which is interesting in its
own right. We show that these graphs are ""decorated expanders"" - an expander
glued to graphs whose size has constant expectation and exponential tail, and
such that each vertex in the expander is glued to no more than a constant
number of decorations.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 21:01:33 GMT""},{""version"":""v2"",""created"":""Sun, 31 Jul 2016 13:37:30 GMT""}]","2016-08-02"
"math/0610460","Rainer Weissauer","Rainer Weissauer","Torelli's theorem from the topological point of view",,,,,"math.AG",,"  Torelli's theorem is proven by the study of the convolution product of the
intersection cohomology sheaf of the thetadivisor.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 20:43:56 GMT""}]","2007-05-23"
"math/0610461","Mark Fels","I.M. Anderson, M.E. Fels","A Co-chain map for the G-invariant de Rham complex","9 pages","Proceedings of the conference SPT2004 - Symmetry and Perturbation
  Theory",,,"math.DG",,"  We characterize Lie group actions for which there exists, at least locally,
an evaluation map that defines a cochain map from the differential complex of
invariant forms on a manifold to the De Rham complex for the quotient.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 21:05:20 GMT""}]","2007-05-23"
"math/0610462","Marcus Kollar","Marcus Kollar","The number of permutations with a given number of sequences","5 pages",,,,"math.CO",,"  P(n,s) denotes the number of permutations of 1,2,...n that have exactly s
sequences. Canfield and Wilf [math.CO/0609704] recently showed that P(n,s) can
be written as a sum of s polynomials in n. We determine these polynomials
explicitly and also obtain explicit expressions for P(n,s) and its fixed-s
generating function u_s(x).
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 21:49:34 GMT""}]","2007-05-23"
"math/0610463","Igor Kriz","Thomas M. Fiore, Igor Kriz","What is the Jacobian of a Riemann surface with boundary?","27 pages. Minor explanation and motivation added.",,,,"math.AG math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We define the Jacobian of a Riemann surface with analytically parametrized
boundary components. These Jacobians belong to a moduli space of ``open abelian
varieties'' which satisfies gluing axioms similar to those of Riemann surfaces,
and therefore allows a notion of ``conformal field theory'' to be defined on
this space. We further prove that chiral conformal field theories corresponding
to even lattices factor through this moduli space of open abelian varieties.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 22:42:02 GMT""},{""version"":""v2"",""created"":""Mon, 19 Nov 2007 13:41:01 GMT""},{""version"":""v3"",""created"":""Tue, 17 Jun 2008 05:44:52 GMT""}]","2008-06-17"
"math/0610464","Tomohiro Okuma","Tomohiro Okuma","The geometric genus of splice-quotient singularities","Two examples have been added. 17 pages. To appear in Trans. Amer.
  Math. Soc",,,,"math.AG",,"  We prove a formula for the geometric genus of splice-quotient singularities
(in the sense of Neumann and Wahl). This formula enables us to compute the
invariant from the resolution graph; in fact, it reduces the computation to
that for splice-quotient singularities with smaller resolution graphs. We also
discuss the dimension of the first cohomology groups of certain invertible
sheaves on a resolution of a splice-quotient singularity.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 00:37:10 GMT""},{""version"":""v2"",""created"":""Tue, 12 Jun 2007 03:24:47 GMT""}]","2007-06-12"
"math/0610465","Tomohiro Okuma","Andras Nemethi, Tomohiro Okuma","On the Casson Invariant Conjecture of Neumann--Wahl","10 pages",,,,"math.AG math.GT",,"  In the article we prove the Casson Invariant Conjecture of Neumann--Wahl for
splice type surface singularities. Namely, for such an isolated complete
intersection, whose link is an integral homology sphere, we show that the
Casson invariant of the link is one-eighth the signature of the Milnor fiber.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 01:14:03 GMT""}]","2007-05-23"
"math/0610466","Asaf Nachmias","Asaf Nachmias and Yuval Peres","Component sizes of the random graph outside the scaling window","13 pages",,,,"math.PR math.CO",,"  We provide simple proofs describing the behavior of the largest component of
the Erdos-Renyi random graph G(n,p) outside of the scaling window, p={1+\eps(n)
\over n} where \eps(n) tends to 0, but \eps(n)n^{1/3} tends to \infty.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 02:07:50 GMT""},{""version"":""v2"",""created"":""Thu, 11 Jan 2007 01:57:45 GMT""}]","2007-05-23"
"math/0610467","Frederic Latremoliere","Man-Duen Choi and Frederic Latremoliere","The C*-algebra of symmetric words in two universal unitaries","13 Pages","Journal of Operator Theory 62 (2009) 1, pp. 159-169",,,"math.OA",,"  We compute the K-theory of the C*-algebra of symmetric words in two universal
unitaries. This algebra is the fixed point C*-algebra for the order-two
automorphism of the full C*-algebra of the free group on two generators which
switches the generators. Our calculations relate the K -theory of this
C*-algebra to the K-theory of the associated C*-crossed-product by Z_2.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 02:48:06 GMT""}]","2011-10-10"
"math/0610468","Frederic Latremoliere","Man-Duen Choi and Frederic Latremoliere","C*-crossed-products by an order-two automorphism","17 Pages","Canadian Bulletin of Mathematics 53 (2010) 1, pp. 37-50",,,"math.OA",,"  We describe the representation theory of C*-crossed-products of a unital
C*-algebra A by the cyclic group of order 2. We prove that there are two main
types of irreducible representations for the crossed-product: those whose
restriction to A is irreducible and those who are the sum of two unitarily
unequivalent representations of A. We characterize each class in term of the
restriction of the representations to the fixed point C*-subalgebra of A. We
apply our results to compute the K-theory of several crossed-products of the
free group on two generators.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 03:02:47 GMT""}]","2011-10-10"
"math/0610469","Gui-Qiang Chen G.","Gui-Qiang Chen and Cleopatra Christoforou","Solutions for a Nonlocal Conservation Law with Fading Memory","11 pages. Proceedings of American Mathematical Society, 2006 (to
  appear)",,,,"math.AP math-ph math.MP",,"  Global entropy solutions in $BV$ for a scalar nonlocal conservation law with
fading memory are constructed as limits of vanishing viscosity approximate
solutions. The uniqueness and stability of entropy solutions in $BV$ are
established, which also yield the existence of entropy solutions in $L^\infty$
while the initial data is only in $L^\infty$. Moreover, if the memory kernel
depends on a relaxation parameter $\de>0$ and tends to a delta measure weakly
as measures when $\de\to 0+$, then the global entropy solution sequence in $BV$
converges to an admissible solution in $BV$ for the corresponding local
conservation law.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 03:52:57 GMT""}]","2007-05-23"
"math/0610470","Satoshi Murai","Juergen Herzog, Takayuki Hibi, Satoshi Murai, Yukihide Takayama","Componentwise linear ideals with minimal or maximal Betti numbers","5 pages",,,,"math.AC",,"  We characterize componentwise linear monomial ideals with minimal Taylor
resolution and consider the lower bound for the Betti numbers of componentwise
linear ideals.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 04:54:15 GMT""}]","2007-05-23"
"math/0610471","Nicholas S. Witte","P.J. Forrester and N.S. Witte","Random Matrix Theory and the Sixth Painlev\'e Equation","Dedicated to the centenary of the publication of the Painlev\'e VI
  equation in the Comptes Rendus de l'Academie des Sciences de Paris by Richard
  Fuchs in 1905","J. Phys. A: Math. Gen. {\bf 39}, 12211-12233 (2006)","10.1088/0305-4470/39/39/S14",,"math.CA math-ph math.MP",,"  A feature of certain ensembles of random matrices is that the corresponding
measure is invariant under conjugation by unitary matrices. Study of such
ensembles realised by matrices with Gaussian entries leads to statistical
quantities related to the eigenspectrum, such as the distribution of the
largest eigenvalue, which can be expressed as multidimensional integrals or
equivalently as determinants. These distributions are well known to be
$\tau$-functions for Painlev\'e systems, allowing for the former to be
characterised as the solution of certain nonlinear equations. We consider the
random matrix ensembles for which the nonlinear equation is the $\sigma$ form
of \PVI. Known results are reviewed, as is their implication by way of series
expansions for the distributions. New results are given for the boundary
conditions in the neighbourhood of the fixed singularities at $t=0,1,\infty$ of
$\sigma$\PVI displayed by a generalisation of the generating function for the
distributions. The structure of these expansions is related to Jimbo's general
expansions for the $\tau$-function of $\sigma$\PVI in the neighbourhood of its
fixed singularities, and this theory is itself put in its context of the linear
isomonodromy problem relating to \PVI.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 04:59:22 GMT""}]","2009-11-11"
